Species	Room 3	Room 4	Dyad	Phase	Day	Session	Trial	Tube Room 3	Nonsocial Room 3	Spaghetti Tube	Nonsocial Room 4	tool_trans	tool_intube	Tool nach passing	Tool nach success	Absolute	Relative	Highpass	Bodychange_cat	Presence	Receiverabsolute	Effort_cat	BeggingGestures	AttgetObeg
Orangutan	Pini	Padana	Pini_Padana	Test	37	10	7	High	Low	High	Low	1	1	no	no	above	above	1	1	yes	above	0	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	37	10	8	High	Low	Nothing	Low	1	0	yes	yes	above	above	1	1	yes	above	0	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	37	10	1	High	High	Nothing	Low	0	/	 	 	/	/	0	1	yes	below	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	37	10	2	High	High	High	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	37	10	3	High	Low	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Suaq	Padana	Suaq_Padana	Test	37	10	4	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	37	10	5	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Suaq	Padana	Suaq_Padana	Test	37	10	6	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Suaq	Padana	Suaq_Padana	Test	37	10	7	High	Low	High	Low	1	1	no	no	above	body	1	0	yes	above	?	no	yes
Orangutan	Suaq	Padana	Suaq_Padana	Test	37	10	8	High	Low	Nothing	Low	1	0	yes	yes	above	body	1	?	no	/	?	?	?
Orangutan	Pini	Dokana	Pini_Dokana	Test	38	10	1	High	High	High	Low	0	/	 	 	/	/	0	1	yes	below	/	no	yes
Orangutan	Pini	Dokana	Pini_Dokana	Test	38	10	2	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	38	10	3	High	High	Nothing	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	38	10	4	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	38	10	5	High	Low	High	High	1	0	no	no	above	above	1	1	yes	below	1	no	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	38	10	6	High	Low	Nothing	Low	1	0	yes	no	above	above	1	1	yes	below	1	no	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	38	10	7	High	Low	Nothing	High	0	/	yes	no	/	/	0	1	yes	below	/	no	yes
Orangutan	Pini	Dokana	Pini_Dokana	Test	38	10	8	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Padana	Dokana	Padana_Dokana	Test	38	10	1	High	High	High	Low	0	/	 	 	/	/	0	1	yes	below	/	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	38	10	2	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	38	10	3	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	38	10	4	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	38	10	5	High	Low	High	High	1	0	no	no	above	body	1	1	yes	mixed	0	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	38	10	6	High	Low	Nothing	Low	1	0	yes	no	below	body	0	1	yes	mixed	0	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	38	10	7	High	Low	Nothing	High	1	0	yes	no	below	body	0	1	yes	mixed	0	no	yes
Orangutan	Padana	Dokana	Padana_Dokana	Test	38	10	8	High	Low	High	Low	1	1	yes	no	below	body	0	1	yes	below	0	no	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	38	10	1	High	High	High	Low	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	38	10	2	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	38	10	3	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	38	10	4	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	38	10	5	High	Low	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	38	10	6	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	38	10	7	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	yes	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	38	10	8	High	Low	High	Low	1	1	no	no	below	body	0	0	yes	mixed	0	yes	no
Orangutan	Padana	Pini	Padana_Pini	Test	39	10	1	High	High	Nothing	High	0	/	 	 	/	/	0	1	yes	mixed	/	?	?
Orangutan	Padana	Pini	Padana_Pini	Test	39	10	2	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Padana	Pini	Padana_Pini	Test	39	10	3	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	39	10	4	High	Low	Nothing	Low	1	0	no	no	above	above	1	1	yes	mixed	0	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	39	10	5	High	High	Nothing	Low	0	/	yes	no	/	/	0	1	yes	below	/	?	?
Orangutan	Padana	Pini	Padana_Pini	Test	39	10	6	High	Low	High	Low	1	1	no	no	below	body	0	1	yes	mixed	0	?	?
Orangutan	Padana	Pini	Padana_Pini	Test	39	10	7	High	Low	High	High	1	0	yes	yes	below	body	0	1	yes	mixed	0	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	39	10	8	High	Low	Nothing	High	1	0	yes	no	below	body	0	1	yes	mixed	0	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	39	10	1	High	High	Nothing	High	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	39	10	2	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Dokana	Pini	Dokana_Pini	Test	39	10	3	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Dokana	Pini	Dokana_Pini	Test	39	10	4	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	39	10	5	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	39	10	6	High	Low	High	Low	1	1	no	no	below	body	0	1	yes	mixed	1	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	39	10	7	High	Low	High	High	1	0	yes	yes	below	body	0	1	yes	mixed	0	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	39	10	8	High	Low	Nothing	High	0	/	yes	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	40	10	1	High	High	High	High	0	/	 	 	/	/	0	1	yes	above	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	40	10	2	High	Low	Nothing	Low	1	0	no	no	above	body	1	1	yes	above	0	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	40	10	3	High	High	Nothing	High	0	/	yes	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Padana	Suaq	Padana_Suaq	Test	40	10	4	High	Low	High	Low	1	1	no	no	above	body	1	1	yes	above	0	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	40	10	5	High	High	High	Low	0	/	yes	yes	/	/	0	1	no	/	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	40	10	6	High	Low	Nothing	High	1	0	no	no	above	above	1	1	yes	mixed	0	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	40	10	7	High	High	Nothing	Low	0	/	yes	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	40	10	8	High	Low	High	High	1	0	no	no	below	body	0	1	yes	mixed	0	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	40	10	1	High	High	High	High	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	40	10	2	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	40	10	3	High	High	Nothing	High	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	40	10	4	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	40	10	5	High	High	High	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	40	10	6	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	40	10	7	High	High	Nothing	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	40	10	8	High	Low	High	High	1	1	no	no	above	above	1	1	yes	above	0	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	41	11	1	High	Low	Nothing	Low	1	0	 	 	above	body	1	1	yes	mixed	0	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	41	11	2	High	Low	High	Low	1	1	yes	no	below	body	0	1	yes	mixed	0	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	41	11	3	High	High	High	High	0	/	yes	yes	/	/	0	1	yes	mixed	/	?	?
Orangutan	Padana	Dokana	Padana_Dokana	Test	41	11	4	High	Low	Nothing	High	1	0	no	no	below	body	0	1	yes	mixed	0	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	41	11	5	High	High	Nothing	High	0	/	yes	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	41	11	6	High	Low	High	High	1	0	no	no	below	body	0	1	yes	mixed	0	?	?
Orangutan	Padana	Dokana	Padana_Dokana	Test	41	11	7	High	High	High	Low	0	/	yes	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Dokana	Padana_Dokana	Test	41	11	8	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	41	11	1	High	Low	Nothing	Low	0	/	 	 	/	/	0	1	yes	below	/	no	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	41	11	2	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	41	11	3	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	yes	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	41	11	4	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	41	11	5	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	41	11	6	High	Low	High	High	0	/	no	no	/	/	0	1	yes	below	/	yes	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	41	11	7	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Tanah	Dokana	Tanah_Dokana	Test	41	11	8	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	above	/	yes	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	41	11	1	High	Low	Nothing	Low	0	/	 	 	/	/	0	1	yes	below	/	no	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	41	11	2	High	Low	High	Low	1	1	no	no	above	above	1	1	yes	below	1	no	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	41	11	3	High	High	High	High	0	/	yes	yes	/	/	0	1	yes	below	/	no	yes
Orangutan	Pini	Dokana	Pini_Dokana	Test	41	11	4	High	Low	Nothing	High	1	0	no	no	above	above	1	1	yes	mixed	1	no	yes
Orangutan	Pini	Dokana	Pini_Dokana	Test	41	11	5	High	High	Nothing	High	0	/	yes	no	/	/	0	1	yes	below	/	no	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	41	11	6	High	Low	High	High	1	0	no	no	above	above	1	1	yes	mixed	1	yes	no
Orangutan	Pini	Dokana	Pini_Dokana	Test	41	11	7	High	High	High	Low	0	/	yes	no	/	/	0	1	yes	below	/	no	yes
Orangutan	Pini	Dokana	Pini_Dokana	Test	41	11	8	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	42	11	1	High	Low	High	Low	1	1	 	 	below	body	0	1	yes	mixed	0	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	42	11	2	High	Low	Nothing	High	1	0	yes	yes	below	body	0	1	yes	mixed	0	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	42	11	3	High	Low	Nothing	Low	1	0	yes	no	below	body	0	1	yes	mixed	0	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	42	11	4	High	Low	High	High	1	0	yes	no	below	body	0	1	yes	mixed	0	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	42	11	5	High	High	High	High	0	/	yes	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	42	11	6	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	42	11	7	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	42	11	8	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	42	11	1	High	Low	High	Low	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	42	11	2	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	42	11	3	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	42	11	4	High	Low	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Dokana	Pini	Dokana_Pini	Test	42	11	5	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	42	11	6	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Pini	Dokana_Pini	Test	42	11	7	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Dokana	Pini	Dokana_Pini	Test	42	11	8	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	43	11	1	High	Low	Nothing	High	1	0	 	 	below	body	0	1	yes	mixed	0	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	43	11	2	High	Low	High	High	1	0	yes	no	above	body	1	1	yes	mixed	0	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	43	11	3	High	Low	High	Low	1	1	yes	no	above	body	1	1	yes	mixed	0	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	43	11	4	High	High	Nothing	Low	0	/	yes	yes	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	43	11	5	High	Low	Nothing	Low	1	1	no	no	above	body	1	1	yes	mixed	0	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	43	11	6	High	High	High	Low	0	/	yes	yes	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	43	11	7	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	43	11	8	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	43	11	1	High	Low	Nothing	High	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	43	11	2	High	Low	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	43	11	3	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	43	11	4	High	High	Nothing	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	43	11	5	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	43	11	6	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	43	11	7	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	43	11	8	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	44	11	1	High	Low	High	High	0	/	 	 	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Suaq	Padana	Suaq_Padana	Test	44	11	2	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	44	11	3	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Suaq	Padana	Suaq_Padana	Test	44	11	4	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	44	11	5	High	Low	High	Low	1	1	no	no	above	body	1	1	yes	mixed	0	no	yes
Orangutan	Suaq	Padana	Suaq_Padana	Test	44	11	6	High	High	Nothing	High	0	/	yes	yes	/	/	0	1	yes	above	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	44	11	7	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	44	11	8	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	44	11	1	High	Low	High	High	1	0	 	 	above	above	1	1	yes	mixed	1	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	44	11	2	High	High	Nothing	Low	0	/	yes	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	44	11	3	High	Low	Nothing	High	1	0	no	no	above	above	1	1	yes	above	0	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	44	11	4	High	High	High	Low	0	/	yes	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Pini	Padana	Pini_Padana	Test	44	11	5	High	Low	High	Low	1	1	no	no	above	above	1	1	yes	mixed	1	?	?
Orangutan	Pini	Padana	Pini_Padana	Test	44	11	6	High	High	Nothing	High	0	/	yes	yes	/	/	0	1	yes	mixed	/	no	yes
Orangutan	Pini	Padana	Pini_Padana	Test	44	11	7	High	Low	Nothing	Low	1	0	no	no	above	above	1	1	yes	above	1	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	44	11	8	High	High	High	High	0	/	yes	no	/	/	0	1	yes	below	/	no	yes
Orangutan	Dokana	Padana	Dokana_Padana	Test	44	11	1	High	Low	High	High	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	44	11	2	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	44	11	3	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	below	/	no	yes
Orangutan	Dokana	Padana	Dokana_Padana	Test	44	11	4	High	High	High	Low	0	/	no	no	/	/	0	1	yes	below	/	?	?
Orangutan	Dokana	Padana	Dokana_Padana	Test	44	11	5	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	above	/	?	?
Orangutan	Dokana	Padana	Dokana_Padana	Test	44	11	6	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Dokana	Padana	Dokana_Padana	Test	44	11	7	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	44	11	8	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	45	12	1	High	High	Nothing	Low	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	45	12	2	High	High	High	Low	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	45	12	3	High	Low	High	High	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	45	12	4	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	45	12	5	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	45	12	6	High	High	High	High	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	45	12	7	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Dokana	Tanah	Dokana_Tanah	Test	45	12	8	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	45	12	1	High	High	Nothing	Low	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	45	12	2	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	45	12	3	High	Low	High	High	1	0	no	no	below	body	0	1	yes	mixed	0	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	45	12	4	High	High	Nothing	High	0	/	yes	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	45	12	5	High	Low	Nothing	High	1	0	no	no	above	body	1	1	yes	mixed	0	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	45	12	6	High	High	High	High	0	/	yes	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	45	12	7	High	Low	High	Low	1	0	no	no	above	body	1	1	yes	mixed	0	no	no
Orangutan	Padana	Suaq	Padana_Suaq	Test	45	12	8	High	Low	Nothing	Low	1	0	yes	no	above	above	1	1	yes	mixed	1	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	46	12	1	High	High	High	Low	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	46	12	2	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	46	12	3	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	46	12	4	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	46	12	5	High	Low	High	High	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	46	12	6	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	46	12	7	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Pini	Padana	Pini_Padana	Test	46	12	8	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	?	?
Orangutan	Dokana	Padana	Dokana_Padana	Test	46	12	1	High	High	High	Low	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	46	12	2	High	High	Nothing	High	0	/	no	no	/	/	0	1	yes	above	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	46	12	3	High	High	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	46	12	4	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	46	12	5	High	Low	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	46	12	6	High	Low	Nothing	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	46	12	7	High	Low	Nothing	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Dokana	Padana	Dokana_Padana	Test	46	12	8	High	Low	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	46	12	1	High	High	High	Low	0	/	 	 	/	/	0	1	yes	mixed	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	46	12	2	High	High	Nothing	High	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	46	12	3	High	High	Nothing	Low	0	/	no	no	/	/	0	1	no	/	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	46	12	4	High	High	High	High	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Suaq	Padana	Suaq_Padana	Test	46	12	5	High	Low	High	High	1	0	no	no	above	body	1	0	yes	mixed	?	no	yes
Orangutan	Suaq	Padana	Suaq_Padana	Test	46	12	6	High	Low	Nothing	Low	1	0	yes	no	above	body	1	0	yes	mixed	?	no	yes
Orangutan	Suaq	Padana	Suaq_Padana	Test	46	12	8	High	Low	High	Low	0	/	yes	no	/	/	0	0	yes	mixed	/	no	yes
Orangutan	Padana	Pini	Padana_Pini	Test	47	12	1	High	High	Nothing	High	0	/	 	 	/	/	0	1	yes	below	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	47	12	2	High	High	High	High	0	/	no	no	/	/	0	1	yes	below	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	47	12	3	High	High	High	Low	0	/	no	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	47	12	4	High	Low	Nothing	Low	1	0	no	no	above	body	1	1	yes	mixed	0	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	47	12	5	High	High	Nothing	Low	0	/	yes	no	/	/	0	1	yes	mixed	/	no	no
Orangutan	Padana	Pini	Padana_Pini	Test	47	12	6	High	Low	High	Low	1	1	no	no	below	body	0	1	yes	mixed	0	no	no
