Species	Species_reli	Room 3	Room 3_reli	Room 4	Room 4_reli	Dyad	Dyad_reli	Phase	Phase_reli	Session	Day_reli	Einzel	Session_reli	Trial	Trial_reli	Tube Room 3	2_reli	Nonsocial Room 3	Nonsocial Room 3_reli	Spaghetti Tube 4	Spaghetti Tube_reli	Nonsocial Room 4	Nonsocial Room 4_reli	Tool from 3 to 4	Tool from 3 to 4_reli	Tool in Apparatus	Tool in Apparatus_reli	Absolute	Absolute_reli	Relative	Relative_reli	Chronology	Chronology_reli	Bodychange	Bodychange_reli	Presence	Presence_reli	Receiverabsolute	Receiverabsolute_reli	Effort	Effort_reli	Gestures	Gestures_reli	Comment	Gesture_code1	Gesture_code2
Chimpanzee	Chimpanzee	Lome	Lome	Kofi	Kofi	Lome_Kofi	Lome_Kofi	Test	Test	9	9	4	4	1	1	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Lome	Lome	Kofi	Kofi	Lome_Kofi	Lome_Kofi	Test	Test	9	9	4	4	2	2	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up + stand up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Lome	Lome	Kofi	Kofi	Lome_Kofi	Lome_Kofi	Test	Test	9	9	4	4	3	3	High	High	Low	Low	High	High	High	High	No	No	/	/	/	/	/	/	none	receiver	arm up + stand up	arm up	no	yes	/	above	/	/	no	no	ist schwierig yu sagen ob lome hier aufsteht oder nur arm up	0	0
Chimpanzee	Chimpanzee	Lome	Lome	Kofi	Kofi	Lome_Kofi	Lome_Kofi	Test	Test	9	9	4	4	4	4	High	High	Low	Low	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Lome	Lome	Kofi	Kofi	Lome_Kofi	Lome_Kofi	Test	Test	9	9	4	4	5	5	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Lome	Lome	Kofi	Kofi	Lome_Kofi	Lome_Kofi	Test	Test	9	9	4	4	6	6	High	High	Low	Low	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Lome	Lome	Kofi	Kofi	Lome_Kofi	Lome_Kofi	Test	Test	9	9	4	4	7	7	High	High	Low	Low	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Lome	Lome	Kofi	Kofi	Lome_Kofi	Lome_Kofi	Test	Test	9	9	4	4	8	8	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Kofi	Kofi	Bangolo_Kofi	Bangolo_Kofi	Test	Test	9	9	5	5	1	1	High	High	Low	Low	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up + stand up	arm up	yes	no	below	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Kofi	Kofi	Bangolo_Kofi	Bangolo_Kofi	Test	Test	9	9	5	5	2	2	High	High	Low	Low	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Kofi	Kofi	Bangolo_Kofi	Bangolo_Kofi	Test	Test	9	9	5	5	3	3	High	High	Low	Low	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	no	below	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Kofi	Kofi	Bangolo_Kofi	Bangolo_Kofi	Test	Test	9	9	5	5	4	4	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	receiver	none	arm up	arm up	yes	no	above	/	/	/	no	no	"ich weiss nicht ob kofi dort als anwesend gesehen werden kann… und wenn ja, ob er dann above ist bzw ueber giver"	0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Kofi	Kofi	Bangolo_Kofi	Bangolo_Kofi	Test	Test	9	9	5	5	5	5	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	no	below	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Kofi	Kofi	Bangolo_Kofi	Bangolo_Kofi	Test	Test	9	9	5	5	6	6	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Kofi	Kofi	Bangolo_Kofi	Bangolo_Kofi	Test	Test	9	9	5	5	7	7	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	no	below	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Kofi	Kofi	Bangolo_Kofi	Bangolo_Kofi	Test	Test	9	9	5	5	8	8	High	High	Low	Low	High	High	High	High	Yes	Yes	No	No	below	below	body	body	none	none	arm up	no	yes	no	above	/	/	arm up	no	no		0	0
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	9	9	5	5	1	1	High	High	Low	Low	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up + stand up	arm up	yes	yes	below	below	/	/	back and forth	"hands in mesh, back and forth"		1	1
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	9	9	5	5	2	2	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	"hands in mesh,right to left"		0	1
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	9	9	5	5	3	3	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	receiver	receiver	arm up + stand up	arm up	yes	yes	above	above	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	9	9	5	5	4	4	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	receiver	none	arm up	arm up	yes	yes	mixed	below	/	/	climbing	no (1)	"? Bangolo macht zwar was, aber ist das um aufmerksamkeit zu bekommen?"	?	0
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	9	9	5	5	5	5	High	High	Low	Low	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	9	9	5	5	6	6	High	High	Low	Low	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	mixed	below	/	/	no	no (coming over)		0	0
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	9	9	5	5	7	7	High	High	Low	Low	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	receiver	none	arm up	arm up	yes	no	above	/	/	/	?	no		?	0
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	9	9	5	5	8	8	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no 		0	0
Chimpanzee	Chimpanzee	Kofi	Kofi	Bangolo	Bangolo	Kofi_Bangolo	Kofi_Bangolo	Test	Test	15	15	7	7	1	1	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	receiver	none	arm up	arm up	yes	no	mixed	/	/	/	?	no		?	0
Chimpanzee	Chimpanzee	Kofi	Kofi	Bangolo	Bangolo	Kofi_Bangolo	Kofi_Bangolo	Test	Test	15	15	7	7	2	2	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	mixed	mixed	/	/	?	no (coming over)	gehoeren geraeusche auch zu gestures ausser grunting?	?	0
Chimpanzee	Chimpanzee	Kofi	Kofi	Bangolo	Bangolo	Kofi_Bangolo	Kofi_Bangolo	Test	Test	15	15	7	7	3	3	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no (coming over)		0	0
Chimpanzee	Chimpanzee	Kofi	Kofi	Bangolo	Bangolo	Kofi_Bangolo	Kofi_Bangolo	Test	Test	15	15	7	7	4	4	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	receiver	receiver	arm up	arm up	yes	yes	above	above	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Kofi	Kofi	Bangolo	Bangolo	Kofi_Bangolo	Kofi_Bangolo	Test	Test	15	15	7	7	5	5	High	High	Low	Low	High	High	High	High	No	No	/	/	/	/	/	/	receiver	receiver	arm up	arm up	yes	yes	above	mixed	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Kofi	Kofi	Bangolo	Bangolo	Kofi_Bangolo	Kofi_Bangolo	Test	Test	15	15	7	7	6	6	High	High	Low	Low	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	receiver	receiver	arm up	arm up	yes	yes	above	above	/	/	no	shaking door		0	1
Chimpanzee	Chimpanzee	Kofi	Kofi	Bangolo	Bangolo	Kofi_Bangolo	Kofi_Bangolo	Test	Test	15	15	7	7	7	7	High	High	Low	Low	High	High	Low	Low	No	No	/	/	/	/	/	/	receiver	receiver	arm up	arm up	yes	yes	mixed	mixed	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Kofi	Kofi	Bangolo	Bangolo	Kofi_Bangolo	Kofi_Bangolo	Test	Test	15	15	7	7	8	8	High	High	Low	Low	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	?	"no (coming over, standing up little bit left to right)"		?	0
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	15	15	8	8	1	1	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	"no (coming over, 1)"		0	0
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	15	15	8	8	2	2	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	mixed	below	/	/	no	"no (coming over, 1)"		0	0
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	15	15	8	8	3	3	High	High	Low	Low	High	High	Low	Low	Yes	Yes	Yes	Yes	below	below	body	body	none	none	no	no	yes	yes	below	below	no	no	no	"coming over, 2times kleines ""na komm schon"" hopp "		0	1
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	15	15	8	8	4	4	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	jumping	"hoots, standing, 1"		1	1
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	15	15	8	8	5	5	High	High	Low	Low	Nothing	Nothing	Low	Low	Yes	Yes	Yes	Yes	below	below	body	body	none	none	no	no	yes	yes	below	below	no	no	no	"no (whining,?)"		0	0
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	15	15	8	8	6	6	High	High	Low	Low	Nothing	Nothing	High	High	Yes	Yes	No	No	below	below	body	body	none	none	no	no	yes	yes	below	below	no	no	jumping + open hand	"jumping in front of mesh, quieck sound"		1	1
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	15	15	8	8	7	7	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	jumping	"jumping at mesh, 1"		1	1
Chimpanzee	Chimpanzee	Lome	Lome	Bangolo	Bangolo	Lome_Bangolo	Lome_Bangolo	Test	Test	15	15	8	8	8	8	High	High	Low	Low	High	High	High	High	Yes	Yes	No	No	below	below	body	body	none	none	no	no	yes	yes	below	below	no	no	jumping	jumping at mesh		1	1
Chimpanzee	Chimpanzee	Kofi	Kofi	Lome	Lome	Kofi_Lome	Kofi_Lome	Test	Test	15	15	8	8	1	1	High	High	Low	Low	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no (walking away)		0	0
Chimpanzee	Chimpanzee	Kofi	Kofi	Lome	Lome	Kofi_Lome	Kofi_Lome	Test	Test	15	15	8	8	2	2	High	High	Low	Low	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no (walking away)		0	0
Chimpanzee	Chimpanzee	Kofi	Kofi	Lome	Lome	Kofi_Lome	Kofi_Lome	Test	Test	15	15	8	8	3	3	High	High	Low	Low	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	no	below	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Kofi	Kofi	Lome	Lome	Kofi_Lome	Kofi_Lome	Test	Test	15	15	8	8	4	4	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no(coming to door)		0	0
Chimpanzee	Chimpanzee	Kofi	Kofi	Lome	Lome	Kofi_Lome	Kofi_Lome	Test	Test	15	15	8	8	5	5	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Kofi	Kofi	Lome	Lome	Kofi_Lome	Kofi_Lome	Test	Test	15	15	8	8	6	6	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	no	below	/	/	/	no	no	left to right oder no?	0	0
Chimpanzee	Chimpanzee	Kofi	Kofi	Lome	Lome	Kofi_Lome	Kofi_Lome	Test	Test	15	15	8	8	7	7	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no (walking away)		0	0
Chimpanzee	Chimpanzee	Kofi	Kofi	Lome	Lome	Kofi_Lome	Kofi_Lome	Test	Test	15	15	8	8	8	8	High	High	Low	Low	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	no	below	/	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Lome	Lome	Bangolo_Lome	Bangolo_Lome	Test	Test	20	20	10	10	1	1	High	High	High	High	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	left to right	no	oder no	0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Lome	Lome	Bangolo_Lome	Bangolo_Lome	Test	Test	20	20	10	10	2	2	High	High	Low	Low	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	hand shaking	hand against mesh		1	1
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Lome	Lome	Bangolo_Lome	Bangolo_Lome	Test	Test	20	20	10	10	3	3	High	High	High	High	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Lome	Lome	Bangolo_Lome	Bangolo_Lome	Test	Test	20	20	10	10	4	4	High	High	Low	Low	Nothing	Nothing	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	no	no		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Lome	Lome	Bangolo_Lome	Bangolo_Lome	Test	Test	20	20	10	10	5	5	High	High	High	High	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	no	no	/	/	/	/	no	no (coming ot mesh)		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Lome	Lome	Bangolo_Lome	Bangolo_Lome	Test	Test	20	20	10	10	6	6	High	High	High	High	Nothing	Nothing	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	nodding	noddign something with hand		0	0
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Lome	Lome	Bangolo_Lome	Bangolo_Lome	Test	Test	20	20	10	10	7	7	High	High	Low	Low	High	High	Low	Low	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	?	hand at mesh? Stitting down	lome macht aber auf jedenfall i.eine gesture	?	?
Chimpanzee	Chimpanzee	Bangolo	Bangolo	Lome	Lome	Bangolo_Lome	Bangolo_Lome	Test	Test	20	20	10	10	8	8	High	High	Low	Low	High	High	High	High	No	No	/	/	/	/	/	/	none	none	arm up	arm up	yes	yes	below	below	/	/	hand shaking	banging against mesh		1	1
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
